あ
今週
仏
仕事
仕方
仕様
他
他人
付き合い
付く
付ける
付合う
代える
代る
代わり
代理
代表
代金
以上
以下
以内
以前
以外
以来
仮定
仲
仲間
件
任せる
企業
休み
休む
休息
休憩
休暇
会う
会合
会員
会場
会社
会計
会話
会議
会議室
伝える
伝わる
伝統
伝言
伯母さん
叔母さん
伯父
叔父さん
伸ばす
伸びる
伺う
似る
似合う
位
位置
低い
住
住む
住宅
住所
住民
体
体温
体育
体重
何
何か
何で
何でも
何とか
何～
余り
余分
余裕
作
作る
作品
作家
作文
作曲
作業
作法
作物
使う
使用
例
例え
例えば
例外
供
供給
依然
依頼
価値
価格
便
便り
便利
係
保存
保証
保護
保障
信じる
信仰
信号
信用
信頼
修正
修理
修飾
俳優
個々
個人
倍
倒す
倒れる
倒産
候補
借り
借りる
借金
値
値段
偉大
停留所
停電
健康
偶
偶々
偶然
傘
備える
傷
傷める
傾向
僅か
働き
働く
像
僕
僧
億
優
優しい
優れる
優勝
優秀
元
元気
兄
兄弟
先
先日
先月
先生
先行
先輩
先週
光
光る
光景
克服
免許
兎
児童
党
入る
入れる
入口
入場
入学
入院
全
全く
全て
全体
全員
全国
全然
全身
全部
八
八つ
八日
八百屋
公務員
公園
公平
公正
公演
六
六つ
六日
共に
共同
共通
具える
具体
具合
典型
内
内容
円
再び
再来月
再来週
冒険
冗談
写す
写る
写真
冬
冷える
冷たい
冷ます
冷める
冷やす
冷房
冷蔵庫
冷静
凄い
凍る
処理
出
出かける
出す
出る
出会い
出会う
出口
出合い
出場
出席
出来事
出版
出発
出身
刀
分
分かる
分かれる
分ける
分析
分野
切り
切る
切れ
切れる
切手
切符
刈る
刊行
刑
刑事
列
列車
初め
始め
初めて
判
判断
別
別に
別れ
別れる
利口
利用
利益
到着
制度
制限
刷る
券
刺さる
刺す
刺激
前
前もって
前者
前進
剥く
割る
割れる
割合
創造
劇
劇場
力
加える
加わる
加味
加減
劣る
助かる
助ける
助手
助詞
努力
労働
効く
効果
勇気
勉強
動かす
動く
動揺
動物
動物園
動詞
勘
勘定
務め
勝ち
勝つ
勢い
勤め
勤める
勧める
匂い
包み
包む
包装
化学
化粧
北
区別
医学
医師
医療
医者
医院
十
十分
十日
千
午前
午後
半
半ば
半分
卒業
協力
協調
協議
南
単なる
単に
単位
単純
単語
博士
博物館
占める
印
印刷
印象
危ない
危険
卵
卸す
厄介
厚い
原
原因
厳しい
去る
去年
参る
参加
参考
及ぼす
友
友人
友好
友情
友達
双子
反る
反対
反抗
反省
収める
収入
収穫
取り上げる
取り替える
取る
取れる
受ける
受け取る
受付
口
古い
句
叩く
只
叫ぶ
召し上がる
可
可愛い
可愛そう
可愛らしい
可能
台所
台風
叱る
右
合う
合わせる
合図
合格
合計
同じ
同一
同僚
同士
同志
同時
同様
名
名人
名刺
名前
名詞
吐く
向かい
向かう
向く
向ける
向こう
君
吠える
否
否定
含む
含める
吸う
吸収
吹く
周り
周囲
味
味噌
味方
呼ぶ
呼吸
命
命じる
命令
咥える
咲く
咳
哀れ
品
品物
哲学
唯
唯一
商人
商品
商売
問い
問う
問題
善
喉
喜び
喜ぶ
喫茶店
営業
嗅ぐ
噂
噛む
器官
器械
器用
四
四つ
四季
四日
四角
回る、回す
回復
因る
団体
困る
困難
囲む
図
図る
図書
図書館
国
国会
国境
国家
国民
国籍
国語
国際
土
土地
土曜日
土産
在る
在る
有る
地
地下
地下鉄
地位
地区
地味
地図
地域
地平線
地方
地球
地理
地震
坂
型
埃
埋まる
埋める
城
基
基づく
基本
堀
堅
硬
固い
堅い
報告
場
場合
場所
場面
塀
塔
塗る
塩
塵
境
墓
増える
増す
増やす
増加
墨
壁
壊す
壊れる
声
声明
売り場
売る
売れる
変
変える
変わる
変化
変更
夏
夏休み
夕方
夕飯
外
外す
外れる
外交
外出
外国
外国人
多い
多分
多少
夜
夜中
夜明け
夢
夢中
大
大いに
大きい
大きな
大した
大丈夫
大事
大人
大人しい
大会
大体
大使
大使館
大分
大切
大勢
大半
大変
大好き
大学
大学生
大家
大戦
大抵
大気
大統領
大臣
大部分
大陸
天候
天気
天気予報
天然
太い
太る
太陽
夫
夫人
夫婦
失う
失敗
失望
失業
失礼
奇妙
契機
契約
奥
奥さん
奨学金
奪う
女
女の子
女優
女史
女子
女性
女王
好き
好み
好む
妙
妹
妻
姉
姉妹
始まり
始まる
始める
姓
姓名
委員
姿
娘
婚約
婦人
嫁
嫌
嫌い
嫌う
子
子供
字
字体
字引
存在
季刊
季節
学
学ぶ
学問
学期
学校
学歴
学生
学習
学者
孫
宅
宇宙
守る
安い
安全
安定
安心
完了
完全
完成
宗教
官僚
定期
宛てる
宝
宝石
実
実に
実は
実力
実施
実現
実行
実際
実験
客
宣伝
害
家
家事
家具
家内
家庭
家族
家賃
容器
容易
宿
宿泊
宿題
寂しい
寄せる
寄る
寄付
密
寒い
寝る
寝坊
寧ろ
審判
寮
寺
対
対する
対照
対象
封筒
専攻
専門
射す
将来
尊敬
尊重
尋ねる
小
小さい
小さな
小包
小学校
小屋
小説
小銭
小鳥
小麦
少々
少し
少しも
少ない
少女
少年
尤も
就く
就職
尻
尾
局
居る
居眠り
居間
届く
届ける
屋上
屋根
展覧会
山
岩
岸
島
嵐
川
河
州
巣
工場
工業
左
左右
巨大
差
差し上げる
差す
差別
巻く
市
市場
市民
布
布団
希望
席
帯
帰す
帰り
帰る
帰宅
常に
常識
帽子
幅
幕
平ら
平仮名
平和
平均
平等
年
年中
年代
年寄
年月
年鑑
年間
年齢
幸い
幸せ
幸福
幸運
幼い
広い
広がる
広げる
広まる
広める
広告
床
床屋
底
店
店員
度
座る
座席
庭
廊下
延ばす
延びる
延期
建つ
建て
建てる
建物
建築
建設
弁当
引き出し
引く
引っ張る
引っ越す
引用
引越し
引退
弟
弱い
弱まる
弱める
強い
強まる
強める
強力
強盗
強調
弾
弾く
当たり前
当たる
当てる
当り
当時
当然
形
形態
影
影響
役
役に立つ
役割
彼
彼ら
彼女
待つ
後
後ろ
後悔
後者
後輩
徐々に
従う
従兄弟
従姉妹
得る
得意
御飯
御～
復習
微妙
微笑む
徹夜
徹底
心
心理
心臓
心配
必ず
必ずしも
必死
必要
志望
忘れる
忘れ物
忙しい
応じる
応援
快適
怒り
怒る
怖い
思い付く
思い出
思い出す
思う
思わず
思想
怠ける
急
急ぐ
急に
急激
急行
急速
性
性格
性質
恋
恋人
恐らく
恐れる
恐ろしい
恐怖
恥ずかしい
恩
息
息子
悔しい
患者
悩む
悪
悪い
悪口
悪魔
悲しい
悲しむ
悲劇
情
情報
想像
愉快
意
意味
意地
意地悪
意外
意志
意思
意見
意識
愛
愛する
愛情
感じ
感じる
感動
感心
感情
感想
感覚
感謝
態度
慌てる
慎重
慣らす
慣れる
慣行
憲法
成人
成功
成年
成績
成長
我々
我慢
或
戦い
戦う
戦争
戸
戻す
戻る
所
所為
手
手伝い
手伝う
手品
手段
手紙
手術
手袋
手間
才能
打つ
払う
扱う
批判
批評
承知
承認
技師
技術
投げる
投票
折る
折れる
抜く
抜ける
抱える
抱く
抵抗
押える
押し入れ
押す
担当
拍手
拘束
招く
招待
拝見
拡大
拭く
拾う
持ち上げる
持つ
指
指す
指導
指揮
指輪
挑戦
挙げる
振り
振る
振興
挿す
捕まえる
捕まる
捜査
捨てる
捲る
掃く
掃除
授業
掛ける
採集
探す
接ぐ
推薦
掲示
掴む
掻く
揃う
揃える
描く
提出
提案
揚げる
換える
握る
握手
援助
揺れる
損
損害
携帯
摘む
撃つ
撒く
撮る
操作
操縦
擦る
支える
支出
支店
支度
支払
支払う
支給
支配
改善
攻める
攻撃
放す
放れる
放送
政府
政治
故人
故郷
故障
救う
救助
教え
教える
教わる
教会
教室
教授
教科書
教育
散らす
散る
散歩
敬意
数
数える
数字
数学
整理
敵
文
文化
文句
文字
文学
文明
文法
文章
料理
料金
断つ
断る
新しい
新た
新聞
新聞社
新興
新鮮
方
方々
方向
方法
旅
旅行
旅館
旗
既に
日
日中
日付
日光
日常
日曜日
日本
日記
旧
早い
昇る
明かり
明ける
明らか
明るい
明後日
明日
明確
易しい
昔
星
映える
映す
映る
映画
映画館
春
昨
昨夜
昨日
是非
昼
昼休み
昼御飯
昼間
昼食
時々
時代
時刻
時期
時計
時間
晩
晩御飯
普段
普通
景気
景色
晴れ
晴れる
暇
暑い
暖かい
暖まる
暖める
暖房
暗い
暗記
暮らし
暮らす
暮れ
暮れる
曇り
曇る
曜日
曲る
更に
書く
書斎
書物
書類
替える
最も
最中
最低
最初
最後
最終
最近
最高
月
月曜日
有る
有利
有効
有名
有機
有無
有能
服
服装
望み
望む
朝
朝御飯
期待
期間
期限
木
木曜日
木綿
未来
末
本
本人
本当
本棚
本物
札
机
材料
村
束
条件
来
来る
来年
来月
来週
東
東洋
松
板
林
果物
枝
枠
柄
柔らかい
柔道
柵
栄養
校舎
校長
株
核
根
格
案
案内
案外
桜
梅
梅雨
棒
棚
棟
森
椀
椅子
植える
植物
検査
検討
極
楽
楽しい
楽しみ
楽む
楽器
構成
様
様々
様子
模様
権利
横
横切る
横断
橋
機会
機嫌
機械
機構
機能
機関
欠く
欠ける
欠席
欠点
欠陥
次
次々
次ぐ
次第
欲しい
歌
歌う
歌手
歌謡
歓声
歓迎
止す
止まる
止む
止める
正
正しい
正体
正午
正式
正月
正直
正確
正規
武器
歩く
歩道
歯
歯医者
歴史
死
死ぬ
死亡
残す
残り
残る
残念
殖やす
殴る
段
段々
殺す
殻
母
母親
毎年
毎日
毎晩
毎月
毎朝
毎週
毒
比べる
比較
毛
毛布
氏
気
気に入る
気の毒
気付く
気体
気候
気分
気味
気持ち
気温
水
水曜日
水泳
水洗
水準
水道
氷
永久
永遠
求める
汗
汚い
汚す
汚れる
汚染
池
汲む
決して
決まり
決まる
決める
決定
決心
決行
汽車
沈む
沖
沢山
河
沸かす
沸く
油
治める
治る
治療
沿う
泉
泊まる
泊める
法
法律
泡
波
泣く
泥
泥棒
注
注ぐ
注す
注射
注意
注文
注目
泳ぎ
泳ぐ
洋服
洗う
洗剤
洗濯
活動
活気
活用
活躍
派手
流す
流れ
流れる
流行
流行る
浅い
浴びる
海
海外
海岸
消える
消しゴム
消す
消費
消防
涙
涼しい
深い
深まる
深める
深刻
混ざる
混じる
混ぜる
混乱
混雑
添う
清む
清潔
渇く
済ませる
済む
渋滞
減らす
減る
減少
渡す
渡る
渦
温い
温かい
温まる
温める
温度
温暖
測る
港
湖
湧く
湯
湾
湿る
湿度
湿気
満ちる
満足
準備
溜まる
溜める
溶く
溶ける
溺れる
滅多に
滑る
滞在
演奏
演技
演説
漢字
漫画
漬ける
澄む
激しい
濃い
濠
濡らす
濡れる
火
火事
火曜日
火災
灯
灰
灰皿
炊く
炎
炒める
点
点く
為
為る
焚く
無
無くす
無くなる
無し
無事
無料
無理
無視
無駄
焼く
焼ける
煙
照明
煮える
煮る
熱
熱い
熱中
熱帯
熱心
燃える
燃やす
爆発
父
父親
片付く
片付け
片付ける
片仮名
版
牛
牛乳
牛肉
物
物事
物価
物理
物語
物質
物音
特に
特別
特徴
特急
特長
犬
犯人
犯罪
状態
状況
狂う
狩り
独り
独特
独立
独身
狭い
猫
猿
玄関
率
玉
王
王子
王様
珍しい
班
現す
現れ
現れる
現代
現在
現場
現実
現状
現象
現金
球
理想
理由
理解
琴
環境
瓶
甘い
生
生える
生きる
生き物
生じる
生まれ
生まれる
生やす
生る
生命
生地
生年月日
生徒
生活
生涯
生物
生理
生産
生長
産む
産業
用
用いる
用事
用心
用意
田
田舎
申し上げる
申し訳
申し込む
申す
申告
男
男の人
男の子
男子
男性
町
画家
畑
留める
留学
留学生
留守
番号
番組
異
異なる
異動
異常
畳
畳む
疑う
疑問
疲れ
疲れる
病気
病院
症状
痛い
痛み
痩せる
癌
癖
発射
発展
発明
発行
発表
発見
発車
発達
発音
登る
登山
白
白い
百
皆
皆さん
皮
皿
盗む
盛り
盛ん
監督
目
目上
目標
目的
直
直す
直ちに
直に
直る
直接
相
相変わらず
相当
相手
相続
相談
盾
省く
省略
看護婦
県
真っ赤
真中
真似
真剣
真理
真面目
眠い
眠る
眺め
眺める
眼鏡
着く
着ける
着る
着物
睡眠
瞬間
知らせ
知らせる
知る
知事
知合い
知恵
知能
知識
短い
石
石油
石炭
石鹸
砂
砂漠
砂糖
研究
研究室
破る
破れる
破産
硬い
硬貨
碁
碑
碗
確か
確かめる
確実
確認
磁器
磁気
磨く
示す
礼
礼儀
社会
社長
祈る
祖母
祖父
祝い
祝う
神
神社
神経
票
祭
禁止
禁煙
禅
福
私
私用
秋
科学
科目
秒
秘密
移る
移動
程
程度
税
税金
種
種類
稲
稼ぐ
穀物
積む
積もる
積極的
穏やか
穴
空
空き
空く
空気
空港
突く
突然
窓
立ち上がる
立つ
立てる
立場
章
童謡
端
競争
競技
笑い
笑う
笑顔
笛
筆
等しい
筋
筋肉
答
答える
答案
策
管
管理
箱
箸
節
節約
範囲
築く
簡単
籠
米
粉
粋
粗
粗末
精々
精巧
精神
精算
糸
約
約束
紅茶
納める
納得
紐
紙
級
素
素晴らしい
細い
細かい
紹介
終える
終る
終わり
組
組む
組合
組織
経つ
経る
経営
経済
経由
経緯
経験
結ぶ
結婚
結局
結果
結構
結論
給料
絵
絵画
絶対
絶滅
絹
継ぐ
続き
続く
続ける
維持
綴じる
綺麗
綿
緊張
緑
線
締める
練習
縁
縄
繋がる
繋ぐ
繋げる
織る
繰り返す
缶
罪
置く
罰する
署名
罹る
美しい
美人
美味しい
美術館
群
羨ましい
義務
羽
羽根
習う
習慣
翻訳
翼
老い
老人
考え
考える
考慮
者
耳
聞く
聞こえる
職
職業
肉
肌
股
肩
育つ
育てる
肺
胃
背
背中
背広
胡椒
胸
能
能力
脂
脂肪
脇
脱ぐ
脳
腐る
腕
腰
腹
膜
膝
膳
臨む
自分
自動
自動車
自己
自慢
自殺
自然
自由
自身
自転車
臭い
至る
至急
致す
興味
興奮
舌
舞台
舟
航海
航空
良い
色
色々
芝居
芝生
花
花瓶
花見
芸術
芽
若い
苦
苦い
苦しい
苦しむ
苦労
苦手
苦痛
英語
茶
茶碗
茶色
茹でる
草
荒廃
荷物
莫大
菌
菓子
落す
落る
葉
葉書
著す
著者
蒔く
蒸し暑い
蒸す
蕎麦
薄い
薬
虎
虫
虫歯
蚊
血
血液
血管
衆
行う
行き
行く
行儀
行動
街
衛星
衝突
衣料
衣服
表
表す
表情
表現
表面
袋
袖
被る
被害
裁く
裁判
裂く
裂ける
装置
裏
裏切る
補償
裸
製品
製造
複雑
褒める
西
西洋
要するに
要る
要求
要点
要素
覆う
見える
見せる
見つかる
見つける
見る
見事
見当
見掛ける
見物
見舞い
見解
見送り
規制
規則
視点
視覚
覗く
覚える
覚ます
覚める
覚悟
親
親しい
親切
親友
親戚
観光
観客
観察
角
解く
解ける
解決
解釈
触る
触れる
言う
言わば
言葉
言語
計
計る
計器
計画
計算
討つ
訓
訓練
記事
記入
記念
記憶
記者
記録
訪ねる
訪問
設備
設計
許す
許可
訳
訳す
訴える
診る
診察
証明
評価
評判
試し
試す
試合
試験
詩
詩人
詰める
話
話し合う
話す
話題
詳しい
誇り
認める
誕生
誕生日
誘う
語る
語句
語学
誤り
誤解
説
説く
説明
読み
読む
読書
誰
誰か
課
課程
課長
課題
調べる
調子
調査
請求
論じる
論争
論文
諦める
諮る
諺
謎
講堂
講演
講義
謝る
警告
警官
警察
議会
議員
議論
議長
譲る
谷
豆
豊か
豊富
豚肉
象
豪華
貝
負う
負け
負ける
財布
財産
貢献
貧しい
販売
責める
責任
貯金
貴重
買い物
買う
貸し
貸す
費用
貼る
貿易
資本
資格
資源
賛成
賞
賞品
賢い
質
質問
賭ける
贅沢
贈り物
贈る
赤
赤い
赤ちゃん
赤ん坊
走る
起きる
起こす
起こる
起源
超える
超す
越える
越す
趣味
足
脚
足す
足りる
足袋
跡
踊り
踊る
踏む
蹴る
身
身体
身長
車
軍
軍隊
軒
転ぶ
転校
軽い
載せる
載る
輝く
輪
輸入
輸出
辛い
辞める
辞典
辞書
辞退
農家
農業
農民
辺
辺り
込む
迎え
迎える
近い
近く
近代
近所
近視
近頃
返す
返事
述べる
迷う
迷子
迷惑
追い付く
追う
退く
退学
退屈
退院
送る
逃げる
逆
逆らう
途中
途端
通う
通じる
通す
通り
通り過ぎる
通る
通信
通勤
通学
通行
通訳
通貨
通過
速い
速度
連れ
連れる
連想
連絡
連続
逮捕
週
進む
進める
進学
進歩
進行
遂に
遅い
遅れ
遅れる
遅刻
遊び
遊ぶ
運
運ぶ
運動
運転
運転手
過ぎる
過ごす
過去
過程
道
道具
道徳
道路
達する
違い
違いない
違う
違反
遠い
遠く
遠慮
適する
適切
適度
適当
適用
遭う
選ぶ
選手
選択
選挙
選考
避ける
邪魔
郊外
郡
部分
部屋
部長
郵便
郵便局
都
都会
都合
都市
酌む
配達
酒
酔う
酢
酸化
酸性
酸素
醤油
重い
重なる
重ねる
重体
重大
重要
重視
野
野党
野菜
量
量る
金
金属
金庫
金曜日
金融
金銭
金額
針
釣
釣る
鉄
鉄道
鉛筆
銀
銀行
銃
銅貨
鋭い
鍋
鍵
鎖
鏡
鐘
長い
長期
門
閉じる
閉まる
閉める
開く
開ける
開始
間
間に合う
間違い
間違える
間隔
関する
関係
関心
関連
防ぐ
降りる
降る
降ろす
降伏
限る
限界
除く
陰
陸
陽気
隅
隊
階段
随分
際
障害
隠す
隠れる
隣
集まり
集まる
集める
集中
集団
雇う
雑誌
離す
離れる
離婚
難
難しい
雨
雪
雰囲気
雲
零
雷
電報
電子
電気
電灯
電話
電車
需要
震える
霜
霧
露
青
青い
青年
静か
非常
非常に
非行
面
面倒
面接
面白い
革
靴
靴下
音
音楽
頂上
順
順番
順調
預かる
預ける
頑張る
頬
頭
頭痛
頼む
頼る
題
題名
額
顔
願い
願う
風
風景
風邪
飛ばす
飛び出す
飛ぶ
飛行
飛行場
飛行機
食う
食べる
食べ物
食事
食卓
食品
食堂
食料
食料品
食欲
食物
食糧
飯
飲み物
飲む
飴
飼う
飽きる
飾り
飾る
餌
首
首相
首都
香り
馬
馬鹿
馴らす
馴れる
駅
駆ける
駐車
駐車場
騒ぎ
騒ぐ
騒音
騙す
驚き
驚く
骨
骨折
高い
高まる
高める
高価
高校
高等学校
高校生
高速
髪
髪の毛
鬼
魅力
魚
鳥
鳴く
鳴らす
鳴る
鶏肉
黄色
黄色い
黒
黒い
黒板
黙る
鼠
鼻
～(て) しまう
～(に) ついて
～(に) よると
～おき
～おわる
～か月
～がる
～くらい
ぐらい
～ころ
～ごろ
～ございます
～さん
～すぎ
～ずつ
～たち
～だけ
～だす
～ちゃん
～など
～にくい
～ばかり
～まま
～やすい
～中
～人
～代
～会
～個
～側
～円
～冊
～分
～前
～匹
～区
～台
～君
～員
～回
～始める
～学部
～家
～屋
～年
～度
～式
～敗
～日
～時
～時間
～月
～本
～杯
～枚
～様
～歳
～町
～番
～目
～続ける
～製
～観
～語
～軒
～週間
～階
