(かさを～) さす
やむをえない
やや
やる
ゆっくりと
よく
よこす
より
よろしい
よろしく (かん)
りっぱ
ろうそく
わがまま
わざと
アイスクリーム
アイデア
アイディア
アウト
アクセサリー
アクセント
アジア
アップ
アナウンサー
アパート
アフリカ
アメリカ
アルコール
アルバイト
アルバム
アンケート
アンテナ
イコール
イメージ
インキ
インク
インタビュー
ウイスキー
ウエートレス
ウーマン
ウール
エスカレーター
エチケット
エネルギー
エプロン
エレベーター
エンジン
オイル
オフィス
オルガン
オーケストラ
オートバイ
オートメーション
オーバー
カセット
カップ
カバー
カメラ
カラー
カレンダー
カレー
カロリー
カー
カーテン
カード
カーブ
ガス
ガソリン
ガソリンスタンド
ガム
ガラス
キャプテン
キャンパス
キャンプ
キロ
キログラム
キロ
キロメートル
ギター
ギャング
クラシック
クラス
クリスマス
クリーニング
クリーム
クーラー
グラス
グラム
グランド
グループ
ケーキ
ケース
ゲーム
コック
コップ
コピーする
コレクション
コンクリート
コンクール
コンサート
コンセント
コンテスト
コンピュータ
コンピューター
コース
コーチ
コート
コード
コーヒー
コーラス
ゴム
ゴール
サイレン
サイン
サラダ
サラリーマン
サンダル
サンドイッチ
サンプル
サークル
サービス
シャッター
シャツ
シャワー
ショック
ショップ
シリーズ
シーズン
シーツ
ジェット機
ジャム
ジャーナリスト
ジュース
ジーンズ
スイッチ
スカート
スカーフ
スキー
スクリーン
スクール
スケジュール
スケート
スタイル
スタンド
スター
スタート
スチュワーデス
ステレオ
ステーキ
ステージ
ストッキング
ストップ
ストレス
ストーブ
スピーカー
スピーチ
スプーン
スポーツ
スマート
スライド
スリッパ
スーツ
スーツケース
スーパー (マーケット)
スープ
ズボン
セット
セメント
センター
センチ
セーター
ゼミ
ゼロ
ソファー
ソフト
タイア
タイトル
タイプ
タイプライター
タオル
タクシー
ダイヤ
ダイヤグラム
ダイヤモンド
ダイヤル
ダウン
ダブル
ダム
ダンス
チェックする
チップ
チャイム
チャンス
チョーク
チーズ
チーム
テキスト
テスト
テニス
テニスコート
テレビ
テント
テンポ
テーブル
テープ
テープレコーダー
テーマ
デザイン
デザート
デパート
デモ
データ
デート
トイレ
トップ
トラック
トランプ
トレーニング
トン
トンネル
ドア
ドライブ
ドラマ
ドレス
ナイフ
ナイロン
ナンバー
ニュース
ネクタイ
ネックレス
ノック
ノー
ノート
ハイキング
ハンカチ
ハンサム
ハンドル
ハンバーグ
バイオリン
バイバイ
バケツ
バス
バター
バック
バッグ
バランス
バンド
パイプ
パイロット
パス
パスポート
パソコン
パターン
パパ
パン
パンツ
パーセント
パーティー
パート (タイム)
ビタミン
ビデオ
ビニール
ビル
ビルディング
ビール
ピアノ
ピクニック
ピストル
ピン
ピンク
ファスナー
ファックス
フィルム
フォーク
フライパン
フリー
ブラウス
ブラシ
ブレーキ
ブローチ
プラス
プラスチック
プラットホーム
プラン
プリント
プレゼント
プロ
プログラム
プール
ヘリコプター
ベッド
ベテラン
ベル
ベルト
ベンチ
ペット
ペン
ペンキ
ペンチ
ページ
ホテル
ホーム
ボタン
ボーイ
ボート
ボーナス
ボール
ボールペン
ポケット
ポスター
ポスト
マイク
マイナス
マスク
マスコミ
マスター
マッサージ
マッチ
マフラー
ママ
マラソン
マンション
マーケット
ミシン
ミス
ミリ (メートル)
ミルク
メッセージ
メニュー
メモ
メンバー
メートル
モダン
モデル
モノレール
モーター
ユーモア
ヨット
ヨーロッパ
ライター
ラケット
ラジオ
ラジオカセ
ラッシュアワー
ラベル
ランチ
ランニング
リズム
リットル
リボン
リポート
ルール
レインコート
レクリェーション
レコード
レジ
レジャー
レストラン
レベル
レポート
リポート
レンズ
ロケット
ロッカー
ロビー
ローマ字
ワイシャツ
ワイン
ワンピース
ワープロ
一
一つ
一人
一人一人
一休み
一体
一定
一家
一層
一帯
一度
一度に
一応
一斉
一方
一日
一旦
一昨年
一昨日
一昨昨日
一時
一月
一段と
一流
一生
一生懸命
一番
一瞬
一種
一緒
一致
一般
一言
一通り
一～
丁寧
丁度
七
七つ
七日
万
万一
万年筆
万歳
丈夫
三
三つ
三日
三日月
三角
上
上がる
上げる
上り
上る
上下
上京
上司
上品
上手
上旬
上着
上等
上級
上達
上～
下
下げる
下さい
下す
下り
下りる
下る
下品
下宿
下手
下旬
下書き
下水
下町
下着
下線
下車
下降
下駄
不
不便
不利
不可
不安
不平
不幸
不思議
不正
不満
不潔
不自由
不規則
不足
不通
不運
与える
世
世の中
世界
世紀
世話
世間
丘
丘陵
両側
両方
両替
両親
両～
並
並ぶ
並べる
並木
並行
中
中々
中世
中古
中味
中央
中学
中学校
中年
中心
中性
中指
中旬
中止
中身
中途
中間
丸
丸い
円い
主に
主人
主婦
主張
主役
主義
主要
主語
丼
久しぶり
乗せる
乗り換える
乗り物
乗り越し
乗る
乗客
乗換
乗車
九
九つ
九日
乱暴
乾かす
乾く
乾杯
乾燥
乾電池
予備
予報
予定
予想
予期
予測
予算
予約
予習
予防
争う
事
事件
事務所
事実
事情
事故
二
二つ
二人
二十日
二十歳
二日
互い
五
五つ
五十音
五日
井戸
亡くす
亡くなる
交ざる
交じる
交ぜる
交差
交差点
交換
交替
交流
交番
交通
交通機関
交際
享受
人
人事
人口
人命
人工
人差指
人形
人文科学
人気
人物
人生
人種
人込み
人通り
人造
人間
人類
今
今に
今にも
今回
今夜
今年
今度
今後
今日
今晩
今月
今朝
今週
今～
仏
仕上がる
仕事
仕方
仕方がない
仕様
他
他人
付き合い
付く
付ける
付合う
付近
代える
代る
代わり
代名詞
代理
代表
代金
以上
以下
以内
以前
以外
以後
以来
以降
仮名
仮名遣い
仮定
仲
仲直り
仲良し
仲間
件
任せる
企業
休み
休む
休息
休憩
休暇
休業
休講
休養
会う
会合
会員
会場
会社
会計
会話
会議
会議室
会館
伝える
伝わる
伝染
伝統
伝言
伝記
伯母
伯母さん
叔母さん
伯父
伯父
叔父さん
伯父さん
伸ばす
伸びる
伺う
似る
似合う
但し
位
位置
低い
低下
低～
住
住まい
住む
住宅
住所
住民
体
体制
体操
体温
体積
体系
体育
体重
何
何々
何か
何で
何でも
何とか
何分
何～
余り
余る
余分
余所
余裕
余計
作
作る
作品
作家
作成
作文
作曲
作業
作法
作物
作者
作製
使う
使用
例
例え
例えば
例える
例外
供
供給
依然
依頼
価値
価格
侵入
便
便り
便利
便所
便箋
係
係わる
俄
保健
保存
保証
保護
保障
信じる
信ずる
信仰
信号
信用
信頼
修正
修理
修繕
修飾
俳優
俳句
倉庫
個々
個人
個体
倍
倒す
倒れる
倒産
候補
借り
借りる
借金
倣う
値
値段
偉い
偉大
停止
停留所
停車
停電
健康
偶
偶々
偶数
偶然
傑作
傘
備える
催し
催促
傷
傷める
傾く
傾らか
傾向
僅か
働き
働く
像
僕
僧
儀式
億
優
優しい
優れる
優勝
優秀
儲かる
儲ける
元
元々
元日
元気
兄
兄弟
先
先々月
先々週
先日
先月
先生
先祖
先程
先端
先行
先輩
先週
先頭
光
光る
光景
光線
克服
免税
免許
兎
児童
党
入る
入れる
入れ物
入口
入場
入学
入社
入院
全
全く
全て
全体
全力
全員
全国
全然
全般
全身
全部
全集
八
八つ
八日
八百屋
公共
公務
公務員
公園
公害
公平
公式
公正
公演
公衆
公表
六
六つ
六日
共に
共同
共産～
共通
兵隊
具える
具体
具合
典型
兼ねる
内
内容
内科
内線
円
円周
再び
再三
再来月
再来週
再～
冒険
冗談
写す
写る
写生
写真
冠
冬
冷える
冷たい
冷ます
冷める
冷やす
冷凍
冷房
冷蔵庫
冷静
凄い
凍える
凍る
処理
凸凹
凹む
出
出かける
出す
出る
出会い
出会う
出入り
出入口
出勤
出口
出合い
出場
出席
出張
出来上がり
出来上がる
出来事
出版
出発
出身
出迎え
刀
分
分かる
分かれる
分ける
分布
分数
分析
分解
分野
分量
分類
切り
切る
切れ
切れる
切手
切符
刈る
刊行
刑
刑事
列
列島
列車
初め
始め
初めて
初めに
初旬
初歩
初級
初～
判
判事
判子
判断
別
別々
別に
別れ
別れる
別荘
利口
利害
利用
利益
到着
制作
制度
制限
刷る
券
刺さる
刺す
刺激
刺身
刻む
剃る
剃刀
削る
削除
前
前もって
前後
前者
前進
前～
剥く
剥す
副詞
副～
割と
割る
割れる
割合
割合に
割引
割算
創作
創造
劇
劇場
力
力強い
功績
加える
加わる
加味
加減
加熱
加速
加速度
劣る
助かる
助ける
助手
助教授
助詞
努める
努力
労働
効く
効力
効果
勇ましい
勇気
勉強
動かす
動く
動作
動揺
動物
動物園
動詞
勘
勘定
勘違い
務め
務める
勝ち
勝つ
勝手に
勝敗
勝負
募集
勢い
勤め
勤める
勧める
匂い
匂う
包み
包む
包丁
包帯
包装
化学
化粧
北
北極
匙
区分
区切る
区別
区域
医学
医師
医療
医者
医院
十
十分
十日
千
午前
午後
半
半ば
半分
半島
半径
卑怯
卒業
卒直
協力
協調
協議
南
南北
南極
南米
単なる
単に
単位
単数
単純
単語
博士
博物館
占う
占める
印
印刷
印象
危うい
危ない
危険
却って
卵
卸す
厄介
厚い
厚かましい
原
原因
原始
原料
原理
原産
原稿
厳しい
厳重
去る
去年
参る
参加
参考
及ぼす
友
友人
友好
友情
友達
双子
反る
反対
反抗
反映
反省
反～
収める
収入
収穫
叔母
叔父
叔父さん
取り上げる
取り入れる
取り出す
取り替える
取り消す
取る
取れる
受ける
受け取る
受け持つ
受付
受取
受話器
受験
口
口実
口紅
古い
古典
古里
古～
句
句読点
叩く
只
叫ぶ
召し上がる
可
可愛い
可愛がる
可愛そう
可愛らしい
可決
可能
台所
台詞
台風
叱る
右
司会
各々
各地
各自
各～
合う
合わせる
合同
合図
合格
合流
合理
合計
吊す
吊る
同じ
同一
同僚
同士
同志
同時
同格
同様
同～
名
名人
名作
名刺
名前
名字
名所
名物
名詞
名～
吐き気
吐く
向かい
向かう
向く
向ける
向こう
君
吠える
否
否定
含む
含める
吸う
吸収
吹く
吹雪
呆れる
呑気
周り
周囲
周辺
味
味わう
味噌
味方
呼び出す
呼び掛ける
呼ぶ
呼吸
命
命じる
命ずる
命令
和服
和英
和～
咥える
咲く
咳
哀れ
品
品物
哲学
唇
唯
唯一
商人
商品
商売
商店
商業
商社
問い
問い合わせ
問う
問答
問題
善
喉
喜び
喜ぶ
喫茶店
営業
嗅ぐ
噂
噛む
器具
器官
器械
器用
噴水
噴火
囁く
四
四つ
四つ角
四季
四捨五入
四日
四角
四角い
回り道
回る、回す
回復
回数
回数券
回答
回転
因る
団体
団地
困る
困難
囲む
図
図々しい
図る
図形
図書
図書館
図表
図鑑
固まる
国
国会
国境
国家
国民
国王
国立
国籍
国語
国際
園芸
土
土地
土曜日
土産
圧縮
在る
在る
有る
在学
地
地下
地下水
地下鉄
地位
地区
地名
地味
地図
地域
地帯
地平線
地方
地点
地球
地理
地盤
地質
地震
地面
坂
坊さん
坊っちゃん
坊や
垂直
型
垣根
埃
埋まる
埋める
城
執筆
基
基づく
基地
基本
基準
基盤
基礎
堀
堅
硬
固い
堅い
堪える
報告
場
場合
場所
場面
塀
塊
塔
塗る
塞がる
塞ぐ
塩
塩辛い
塵
塵紙
境
境界
墓
増える
増す
増やす
増加
増大
増減
墨
壁
壊す
壊れる
声
声明
売り切れ
売り切れる
売り場
売る
売れる
売上
売店
売行き
売買
変
変える
変わる
変化
変更
夏
夏休み
夕刊
夕方
夕日
夕立
夕飯
外
外す
外れる
外交
外出
外国
外国人
外科
外部
外～
多い
多分
多少
夜
夜中
夜明け
夜行
夜間
夢
夢中
大
大いに
大きい
大きな
大した
大して
大丈夫
大事
大人
大人しい
大会
大体
大使
大使館
大凡
大分
大切
大勢
大半
大変
大好き
大学
大学生
大学院
大家
大小
大層
大工
大戦
大抵
大木
大気
大統領
大臣
大通り
大部分
大陸
天候
天気
天気予報
天然
天皇
太い
太る
太陽
太鼓
夫
夫人
夫妻
夫婦
失う
失恋
失敗
失望
失業
失礼
奇妙
契機
契約
奥
奥さん
奨学金
奪う
女
女の人
女の子
女優
女史
女子
女性
女房
女王
女～
好き
好き好き
好き嫌い
好み
好む
妙
妥当
妨げる
妹
妻
姉
姉妹
始まり
始まる
始めに
始める
始終
姓
姓名
委員
姪
姿
姿勢
威張る
娘
娯楽
婚約
婦人
嫁
嫌
嫌い
嫌う
嫌がる
子
子供
子孫
字
字体
字引
存じる
存ずる
存在
孝行
季刊
季節
学
学ぶ
学会
学力
学問
学年
学期
学校
学歴
学生
学科
学級
学習
学者
学術
孫
宅
宇宙
守る
安い
安全
安定
安心
安易
完了
完全
完成
宗教
官僚
官庁
定休日
定価
定員
定期
定期券
定規
宛てる
宛名
宝
宝石
実
実に
実は
実る
実例
実力
実感
実施
実物
実現
実用
実績
実習
実行
実際
実験
客
客席
客間
宣伝
室～
害
宴会
家
家主
家事
家具
家内
家屋
家庭
家族
家賃
容器
容易
容積
宿
宿泊
宿題
寂しい
寄せる
寄る
寄付
密
寒い
寒帯
寝る
寝台
寝坊
寝巻
寝間着
寧ろ
審判
寮
寸法
寺
寺院
対
対する
対照
対立
対策
対象
寿命
封筒
専制
専攻
専門
射す
将来
将棋
尊敬
尊重
尋ねる
小
小さい
小さな
小便
小包
小学校
小学生
小屋
小指
小数
小母さん
小父さん
小説
小遣い
小銭
小鳥
小麦
小～
少々
少し
少しも
少ない
少女
少年
尖る
尤も
就く
就任
就職
尻
尾
局
居る
居眠り
居間
届く
届ける
屋上
屋外
屋根
屑
展覧会
展開
属する
山
山林
岩
岬
岸
峠
島
崩す
崩れる
嵐
川
河
州
巡る
巡査
巣
工事
工員
工場
工夫
工業
工芸
左
左右
巨大
差
差し上げる
差し引き
差し支え
差す
差別
巻く
市
市場
市民
布
布団
希望
席
帯
帰す
帰り
帰る
帰宅
常に
常識
帽子
幅
幕
干す
平ら
平仮名
平凡
平和
平均
平日
平気
平等
平野
年
年中
年代
年寄
年度
年月
年鑑
年間
年齢
幸い
幸せ
幸福
幸運
幼い
幼児
幼稚
幼稚園
幾分
幾～
広々
広い
広がる
広げる
広さ
広まる
広める
広告
広場
床
床の間
床屋
底
店
店員
店屋
度
座る
座布団
座席
座敷
庭
廊下
延ばす
延びる
延期
延長
建つ
建て
建てる
建物
建築
建設
弁当
引き出し
引き出す
引き止める
引き返す
引く
引っ張る
引っ掛かる
引っ繰り返す
引っ繰り返る
引っ越す
引っ込む
引分け
引力
引受る
引用
引算
引越し
引退
弟
弟子
弱い
弱まる
弱める
弱点
張り切る
強い
強まる
強める
強力
強化
強引
強気
強盗
強調
弾
弾く
当たり前
当たる
当てはまる
当てはめる
当てる
当り
当日
当時
当然
当番
形
形容動詞
形容詞
形式
形態
彫る
彫刻
影
影響
役
役に立つ
役人
役割
役所
役目
役者
彼
彼ら
彼女
往復
待ち合わせる
待つ
待合室
後
後ろ
後悔
後者
後輩
徐々に
従う
従兄弟
従姉妹
得る
得意
御中
御免
御無沙汰
御覧
御飯
御～
復習
循環
微妙
微笑む
徹夜
徹底
心
心当たり
心得る
心理
心臓
心身
心配
必ず
必ずしも
必死
必要
必需品
志望
忘れる
忘れ物
忙しい
応じる
応ずる
応対
応接
応援
応用
快晴
快適
怒り
怒る
怒鳴る
怖い
思いっ切り
思い付く
思い出
思い出す
思い切り
思い掛けない
思い込む
思う
思わず
思想
怠ける
怠る
急
急ぐ
急に
急激
急行
急速
性
性別
性格
性能
性質
怪しい
恋
恋しい
恋人
恐らく
恐れる
恐ろしい
恐怖
恐縮
恥ずかしい
恨み
恨む
恩
恩恵
息
息子
恵まれる
悔しい
悔やむ
悠々
患者
悩む
悪
悪い
悪口
悪魔
悲しい
悲しむ
悲劇
情
情報
惜しい
想像
愉快
意
意味
意地
意地悪
意外
意志
意思
意義
意見
意識
愛
愛する
愛情
感じ
感じる
感ずる
感動
感心
感情
感想
感激
感覚
感謝
態度
慌ただしい
慌てる
慎重
慣らす
慣れる
慣行
慰める
慶ぶ
憎い
憎む
憎らしい
憧れる
憲法
懐かしい
懸命
成人
成分
成功
成年
成立
成績
成長
我々
我慢
我～
或
戦い
戦う
戦争
戸
戸棚
戻す
戻る
所
所々
所為
扇ぐ
扇子
扇風機
手
手伝い
手伝う
手入れ
手前
手品
手帳
手拭い
手段
手洗い
手紙
手続き
手術
手袋
手間
手頃
手首
才能
打ち消す
打つ
打合せ
払い戻す
払い込む
払う
扱う
批判
批評
承る
承知
承認
技師
技術
投げる
投書
投票
折る
折れる
折角
抜く
抜ける
抱える
抱く
抵抗
押える
押し入れ
押す
抽象
担ぐ
担当
拍手
拘束
招く
招待
拝む
拝見
拡充
拡大
拡張
括弧
拭く
拾う
持ち上げる
持つ
持参
指
指す
指定
指導
指揮
指輪
挑戦
挙げる
挟まる
挟む
振り
振り仮名
振り向く
振る
振興
振舞う
挿す
捕える
捕まえる
捕まる
捕る
捜す
捜査
捨てる
捩る
捲る
捻る
掃く
掃除
授業
掘る
掛ける
掛け算
採る
採点
採集
探す
探る
接ぐ
接する
接続
接近
推定
推薦
掲示
掴む
掻く
揃う
揃える
揉む
描く
提出
提案
揚げる
換える
換気
握る
握手
援助
揺れる
損
損害
損得
携帯
摘む
摩擦
撃つ
撒く
撫でる
撮る
撮影
操作
操縦
擦る
支える
支出
支店
支度
支払
支払う
支給
支配
改めて
改める
改善
改札
改正
改造
攻める
攻撃
放す
放る
放れる
放送
政党
政府
政治
故人
故郷
故障
救う
救助
教え
教える
教わる
教会
教室
教授
教科書
教育
教養
散らかす
散らかる
散らす
散る
散歩
敬う
敬意
敬語
数
数える
数字
数学
整う
整備
整数
整理
敵
敷く
敷地
文
文体
文化
文句
文字
文学
文房具
文明
文法
文献
文章
文脈
文芸
料理
料金
斜
斜め
斬る
断つ
断る
断定
断水
新しい
新た
新幹線
新聞
新聞社
新興
新鮮
方
方々
方向
方法
方程式
方角
方言
方針
方面
旅
旅行
旅館
旗
既に
日
日の入り
日の出
日中
日付
日光
日帰り
日常
日当たり
日日
日時
日曜日
日本
日用品
日程
日記
日課
日陰
旧
早い
早口
早速
昇る
明かり
明くる～
明ける
明け方
明らか
明るい
明後日
明日
明明後日
明確
易しい
昔
星
映える
映す
映る
映画
映画館
春
昨
昨夜
昨日
是非
昼
昼休み
昼寝
昼御飯
昼間
昼食
時々
時代
時刻
時期
時計
時速
時間
時間割
晩
晩御飯
普及
普段
普通
景気
景色
晴れ
晴れる
暇
暑い
暖かい
暖まる
暖める
暖房
暗い
暗記
暮らし
暮らす
暮れ
暮れる
暴れる
曇り
曇る
曜日
曲げる
曲る
曲線
更ける
更に
書く
書取
書店
書斎
書物
書留
書籍
書道
書類
替える
最も
最中
最低
最初
最後
最終
最近
最高
最～
月
月日
月曜日
月末
月給
有る
有利
有効
有名
有料
有機
有無
有能
有難い
服
服装
朗らか
望み
望む
望遠鏡
朝
朝寝坊
朝御飯
期待
期間
期限
木
木曜日
木材
木綿
未来
未満
未～
末
末っ子
本
本人
本当
本来
本棚
本物
本部
札
机
杉
材料
材木
村
束
条件
来
来る
来年
来日
来月
来週
東
東洋
東西
松
板
枕
林
枚数
果して
果実
果物
枝
枠
枯れる
架空
柄
柔らかい
柔道
柵
栄養
栓
校庭
校舎
校長
株
核
根
格
格別
桁
案
案内
案外
桜
梅
梅雨
梯子
棒
棚
棟
森
森林
椀
椅子
植える
植木
植物
検査
検討
楕円
極
楽
楽しい
楽しみ
楽む
楽器
概論
構いません
構成
構造
様
様々
様子
標本
標準
標識
模様
権利
横
横切る
横断
橋
機会
機嫌
機械
機構
機能
機関
機関車
櫛
欄
欠く
欠ける
欠席
欠点
欠陥
次
次々
次ぐ
次第
欧米
欲しい
欲張り
歌
歌う
歌手
歌謡
歓声
歓迎
止す
止まる
止む
止める
正
正しい
正体
正午
正味
正式
正方形
正月
正直
正確
正規
正門
正面
武器
武士
歩く
歩道
歯
歯医者
歯磨き
歯車
歴史
死
死ぬ
死亡
死体
残す
残らず
残り
残る
残念
殖やす
殴る
段
段々
段階
殺す
殻
殿
母
母親
毎年
毎度
毎日
毎晩
毎月
毎朝
毎週
毎～
毒
比べる
比較
比較的
毛
毛布
毛皮
毛糸
氏
氏名
民主～
民謡
民間
気
気に入る
気の毒
気を付ける
気付く
気体
気候
気分
気味
気圧
気持ち
気温
気配
水
水分
水平
水平線
水曜日
水泳
水洗
水準
水滴
水産
水着
水筒
水素
水蒸気
水道
水面
氷
永久
永遠
汁
求める
汗
汚い
汚す
汚れる
汚染
池
汲む
決して
決まり
決まる
決める
決定
決心
決行
汽車
沈む
沖
沢山
河
沸かす
沸く
油
油断
治める
治る
治療
沿う
泉
泊まる
泊める
法
法則
法律
泡
波
泣く
泥
泥棒
注
注ぐ
注す
注射
注意
注文
注目
泳ぎ
泳ぐ
洋品店
洋服
洒落
洗う
洗剤
洗濯
洗面
活力
活動
活字
活気
活用
活躍
派手
流す
流れ
流れる
流域
流石
流行
流行る
浅い
浮かべる
浮く
浮ぶ
浴びる
浴衣
海
海外
海岸
海水浴
海洋
消える
消しゴム
消す
消化
消極的
消毒
消耗
消費
消防
消防署
涙
液体
涼しい
涼む
淡水
深い
深まる
深める
深刻
深夜
混ざる
混じる
混ぜる
混乱
混合
混雑
添う
清い
清む
清掃
清書
清潔
渇く
済ませる
済む
渋滞
減らす
減る
減少
渡す
渡る
渦
温い
温かい
温まる
温める
温室
温帯
温度
温暖
温泉
測る
測定
測量
港
湖
湧く
湯
湯気
湯飲み
湾
湿る
湿度
湿気
満ちる
満員
満点
満足
準備
溜まる
溜める
溜息
溶かす
溶く
溶ける
溶け込む
溶岩
溺れる
滅多に
滑る
滝
滞在
漁師
漁業
演劇
演奏
演技
演説
漢和
漢字
漫画
漬ける
漸く
潜る
潰す
潰れる
澄む
激しい
激増
濁る
濃い
濃度
濠
濡らす
濡れる
瀬戸物
火
火事
火傷
火口
火山
火曜日
火災
灯
灯台
灯油
灰
灰皿
灰色
災難
炊く
炊事
炎
炒める
炒る
炭鉱
点
点々
点く
点数
為
為す
為る
為替
焚く
無
無くす
無くなる
無し
無事
無地
無数
無料
無沙汰
無理
無視
無限
無駄
焦がす
焦げる
焦点
焼く
焼ける
煉瓦
煎る
煙
煙い
煙突
照らす
照る
照明
煮える
煮る
熟語
熱
熱い
熱する
熱中
熱帯
熱心
燃える
燃やす
爆発
爪
父
父母
父親
片付く
片付け
片付ける
片仮名
片寄る
片道
版
牛
牛乳
牛肉
牧場
牧畜
物
物事
物価
物凄い
物差し
物理
物置
物語
物語る
物質
物音
物騒
特に
特別
特売
特定
特徴
特急
特殊
特色
特長
犬
犯人
犯罪
状態
状況
狂う
狙い
狙う
狡い
狩り
独り
独り言
独特
独立
独身
狭い
猫
献立
猿
玄関
率
玉
王
王女
王子
王様
珍しい
班
現す
現に
現れ
現れる
現代
現在
現場
現実
現状
現象
現金
現～
球
理想
理由
理科
理解
琴
環境
瓦
瓶
瓶詰
甘い
甘やかす
甚だしい
生
生える
生きる
生き物
生き生き
生け花
生じる
生ずる
生まれ
生まれる
生やす
生る
生命
生地
生存
生年月日
生徒
生意気
生活
生涯
生物
生理
生産
生長
産む
産地
産業
用
