あ
最初
最後
最近
月
月曜日
有る
有名
服
朝
朝御飯
木
木曜日
木綿
本
本当
本棚
机
村
来る
来年
来月
来週
東
林
果物
枝
柔らかい
柔道
校長
案内
棚
森
椅子
植える
楽しい
楽しみ
楽む
様
横
橋
機会
次
欲しい
歌
歌う
止まる
止む
止める
正しい
正月
歩く
歯
歯医者
歴史
死ぬ
残る
残念
段々
母
毎年
毎日
毎晩
毎月
毎朝
毎週
比べる
毛
気
気分
気持ち
水
水曜日
水泳
水道
汚い
汚れる
池
決して
決まる
決める
汽車
沢山
沸かす
沸く
治る
泊まる
法律
泣く
泥棒
注射
注意
泳ぐ
洋服
洗う
洗濯
浅い
浴びる
海
海岸
消える
消しゴム
消す
涼しい
深い
済む
渡す
渡る
温い
港
湖
湯
準備
滑る
漢字
漫画
漬ける
濡れる
火
火事
火曜日
灰皿
点
点く
為
無くす
無くなる
無理
焼く
焼ける
熱
熱い
熱心
父
片付ける
片仮名
牛乳
牛肉
物
特に
特別
特急
犬
狭い
猫
玄関
珍しい
理由
甘い
生きる
生まれる
生徒
生活
生産
産業
用
用事
用意
田舎
申し上げる
申す
男
男の子
男性
町
留学生
留守
番号
番組
畳
疲れる
病気
病院
痛い
痩せる
発音
登る
白
白い
百
皆
皆さん
盗む
盛ん
目
直す
直る
相談
看護婦
真中
真面目
眠い
眠る
眼鏡
着く
着る
着物
知らせる
知る
短い
石
石鹸
砂
砂糖
研究
研究室
確か
磨く
社会
社長
祈る
祖母
祖父
神社
私
秋
科学
移る
程
空
空く
空気
空港
窓
立つ
立てる
競争
笑う
答
答える
箱
箸
簡単
米
糸
約束
紅茶
紙
素晴らしい
細い
細かい
紹介
終る
終わり
経済
経験
結婚
結構
絵
絹
続く
続ける
綺麗
緑
線
締める
練習
置く
美しい
美味しい
美術館
習う
習慣
翻訳
考える
耳
聞く
聞こえる
肉
育てる
背
背中
背広
脱ぐ
腕
自分
自動車
自由
自転車
致す
興味
舟
色
色々
花
花瓶
花見
若い
苦い
英語
茶碗
茶色
草
荷物
落す
落る
葉
葉書
薄い
薬
虫
血
行う
行く
表
裏
複雑
褒める
西
西洋
要る
見える
見せる
見つかる
見つける
見る
見物
規則
覚える
親
親切
角
触る
言う
言葉
計画
訪ねる
訳
試合
試験
話
話す
誕生日
説明
読む
誰
誰か
課長
調べる
講堂
講義
謝る
警官
警察
豚肉
負ける
財布
買い物
買う
貸す
貼る
貿易
質問
贈り物
赤
赤い
赤ちゃん
赤ん坊
走る
起きる
起こす
趣味
足
脚
足す
足りる
踊り
踊る
踏む
車
軽い
輸入
輸出
辛い
辞典
辞書
辺
込む
迎える
近い
近く
近所
返す
返事
退院
送る
逃げる
途中
通う
通り
通る
速い
連れる
連絡
進む
遅い
遅れる
遊び
遊ぶ
運ぶ
運動
運転
運転手
過ぎる
道
道具
違う
遠い
遠く
遠慮
適当
選ぶ
邪魔
郊外
部屋
部長
郵便局
都
都合
醤油
重い
野菜
金曜日
釣る
鉛筆
銀行
鍵
鏡
長い
門
閉まる
閉める
開く
開ける
間
間に合う
間違える
関係
降りる
降る
隅
階段
随分
隣
集まる
集める
雑誌
難しい
雨
雪
雲
零
電報
電気
電灯
電話
電車
青
青い
静か
非常に
面白い
靴
靴下
音
音楽
頑張る
頭
頼む
顔
風
風邪
飛ぶ
飛行場
飛行機
食べる
食べ物
食事
食堂
食料品
飲み物
飲む
飴
飾る
首
駅
駐車場
騒ぐ
驚く
高い
高校
高等学校
高校生
髪
魚
鳥
鳴く
鳴る
鶏肉
黄色
黄色い
黒
黒い
鼻
～(て) しまう
～(に) ついて
～(に) よると
～おき
～おわる
～か月
～がる
～くらい
ぐらい
～ころ
～ごろ
～ございます
～さん
～すぎ
～ずつ
～たち
～だけ
～だす
～ちゃん
～など
～にくい
～ばかり
～まま
～やすい
～中
～人
～代
～会
～個
～側
～円
～冊
～分
～前
～匹
～区
～台
～君
～員
～回
～始める
～学部
～家
～屋
～年
～度
～式
～日
～時
～時間
～月
～本
～杯
～枚
～様
～歳
～町
～番
～目
～続ける
～製
～語
～軒
～週間
～階
